Observatory,Data_year,agglomeration,Zone_complementaire,Type_habitat,epoque_construction_homogene,anciennete_locataire_homogene,nombre_pieces_homogene,loyer_1_decile,loyer_1_quartile,loyer_median,loyer_3_quartile,loyer_9_decile,loyer_moyen,loyer_mensuel_1_decile,loyer_mensuel_1_quartile,loyer_mensuel_median,loyer_mensuel_3_quartile,loyer_mensuel_9_decile,moyenne_loyer_mensuel,surface_moyenne,nombre_observations,nombre_logements,methodologie_production
B3000,2022,Agglomération de Nîmes,Ville centre,,,,Ensemble 1P,103,120,133,153,166,131,300,325,360,410,450,368,28,1039,2998,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,,Ensemble 2P,87,98,109,121,135,107,385,420,471,525,578,475,44,2928,8745,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,,Ensemble 3P,75,85,95,105,115,94,480,540,600,673,745,608,65,2089,8115,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,1. Moins de 1 an,,82,93,107,123,139,103,372,440,522,630,745,557,54,2209,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,1. Moins de 1 an,Ensemble 4P+,69,77,85,101,117,89,554,654,750,965,1130,817,92,236,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,1. Moins de 1 an,Ensemble 1P,111,125,138,153,162,134,300,330,370,425,462,381,28,400,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,1. Moins de 1 an,Ensemble 2P,90,99,111,123,135,110,395,430,478,534,600,482,44,987,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,1. Moins de 1 an,Ensemble 3P,80,91,98,108,117,98,513,550,616,700,745,625,64,586,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,2. 1 an et plus,,74,85,100,113,132,95,379,450,544,650,830,576,61,4793,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,2. 1 an et plus,Ensemble 4P+,67,74,86,99,108,85,520,616,760,915,1032,777,91,710,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,2. 1 an et plus,Ensemble 1P,101,117,132,152,167,130,298,320,355,400,440,361,28,639,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,2. 1 an et plus,Ensemble 2P,85,97,108,120,134,106,380,413,470,524,572,472,45,1941,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,,2. 1 an et plus,Ensemble 3P,75,84,93,104,112,93,473,532,600,657,740,602,65,1503,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,,,73,87,100,115,135,95,352,416,511,620,765,541,57,2532,5233,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,,Ensemble 4P+,62,72,82,100,103,81,590,650,750,850,1002,775,96,284,950,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,,Ensemble 1P,100,108,125,152,161,124,280,308,350,400,425,351,28,452,614,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,,Ensemble 2P,83,95,106,120,141,104,372,400,450,500,600,462,44,1069,2114,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,,Ensemble 3P,74,85,98,106,116,94,450,520,580,630,703,582,62,727,1556,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,1. Moins de 1 an,,79,94,107,121,139,101,355,425,500,600,700,526,52,862,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,1. Avant 1946,2. 1 an et plus,,72,84,100,111,134,93,350,410,520,645,770,547,59,1670,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,,,72,83,92,107,124,91,390,450,534,620,763,560,61,1048,6569,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,,Ensemble 4P+,64,74,84,92,102,82,500,528,647,878,950,691,84,272,1802,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,,Ensemble 1P,97,122,139,150,164,134,330,342,400,420,450,389,29,86,582,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,,Ensemble 2P,84,90,103,118,124,102,365,400,450,479,539,448,44,269,1776,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,,Ensemble 3P,74,83,91,100,114,91,472,510,562,620,700,575,63,421,2409,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,1. Moins de 1 an,,75,85,96,118,130,96,372,450,550,640,700,555,58,300,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,2. Entre 1946-1970,2. 1 an et plus,,71,80,91,103,121,90,390,450,524,611,781,561,62,748,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,,,73,84,100,118,142,96,355,420,545,655,850,570,60,977,6001,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,,Ensemble 4P+,67,71,82,95,111,86,550,570,655,915,1128,758,88,166,1379,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,,Ensemble 1P,114,129,143,154,167,138,309,334,350,400,420,363,26,253,1021,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,,Ensemble 2P,86,96,109,118,125,106,388,412,447,515,584,472,45,352,1884,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,,Ensemble 3P,75,82,92,104,109,91,480,539,595,675,741,608,67,206,1717,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,1. Moins de 1 an,,84,91,108,131,143,103,350,440,520,655,798,568,55,258,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,3. Entre 1971-1990,2. 1 an et plus,,69,81,97,113,132,93,355,420,550,651,850,571,62,719,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,,,86,93,105,119,136,103,400,475,556,725,967,628,61,1046,4102,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,,Ensemble 4P+,81,88,99,106,113,96,727,842,966,1022,1148,966,100,120,776,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,,Ensemble 1P,123,131,152,157,168,141,320,329,425,460,473,403,28,139,575,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,,Ensemble 2P,93,100,110,121,135,110,400,459,508,540,558,496,45,491,1515,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,,Ensemble 3P,81,90,93,104,111,95,564,619,650,720,769,668,70,296,1237,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,1. Moins de 1 an,,89,95,110,131,150,108,393,460,540,650,907,592,55,307,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,4. Entre 1991-2005,2. 1 an et plus,,83,93,102,115,135,101,422,500,586,729,970,641,63,739,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,,,84,98,109,120,133,104,430,500,572,716,776,610,58,1399,3430,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,,Ensemble 4P+,76,83,90,109,120,94,650,750,793,990,1200,873,92,104,571,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,,Ensemble 1P,105,117,130,137,144,127,307,337,367,410,425,369,29,109,207,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,,Ensemble 2P,99,107,114,124,135,115,430,477,510,545,572,507,44,747,1457,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,,Ensemble 3P,85,93,101,109,124,99,570,624,672,729,770,671,68,439,1196,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,1. Moins de 1 an,,95,101,110,124,133,108,435,493,548,720,745,593,55,482,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,,5. Après 2005,2. 1 an et plus,,84,94,108,120,130,103,425,500,594,705,790,617,60,917,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,,,75,88,100,117,131,98,565,671,827,990,1130,834,85,369,2963,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,,Maison 1-3P,76,87,103,123,148,101,490,600,700,745,857,668,66,144,1222,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,,Maison 4P+,72,90,100,111,120,96,763,850,958,1101,1200,976,101,225,1741,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,1. Moins de 1 an,,85,91,103,124,131,104,575,720,745,972,1130,827,79,104,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,1. Moins de 1 an,Maison 1-3P,,,,,,,,,,,,,,47,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,1. Moins de 1 an,Maison 4P+,85,93,103,122,131,105,800,880,1000,1130,1350,1033,98,57,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,2. 1 an et plus,,72,88,100,111,132,96,560,650,850,990,1128,836,87,265,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,2. 1 an et plus,Maison 1-3P,75,87,100,121,150,100,490,586,650,751,871,663,67,97,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,,2. 1 an et plus,Maison 4P+,72,88,100,107,120,94,756,850,930,1061,1200,964,102,168,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,1. Avant 1946,,,65,76,97,104,134,90,471,600,653,867,1090,746,83,130,478,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,1. Avant 1946,,Maison 1-3P,75,84,100,108,143,96,413,490,600,733,931,633,66,74,289,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,1. Avant 1946,,Maison 4P+,65,72,88,100,113,84,650,712,850,1013,1300,912,109,56,188,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,1. Avant 1946,1. Moins de 1 an,,,,,,,,,,,,,,,37,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,1. Avant 1946,2. 1 an et plus,,65,76,93,104,135,88,490,600,650,867,1090,750,85,93,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,2. Entre 1946-1970,,,75,80,93,109,122,92,560,700,808,930,980,807,88,60,727,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,2. Entre 1946-1970,,Maison 1-3P,,,,,,,,,,,,,,23,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,2. Entre 1946-1970,,Maison 4P+,,,,,,,,,,,,,,37,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,14,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,46,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,3. Entre 1971-1990,,,85,90,101,117,131,103,700,720,892,1128,1130,917,89,51,743,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,3. Entre 1971-1990,,Maison 1-3P,,,,,,,,,,,,,,13,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,3. Entre 1971-1990,,Maison 4P+,,,,,,,,,,,,,,38,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,3. Entre 1971-1990,1. Moins de 1 an,,,,,,,,,,,,,,,18,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,3. Entre 1971-1990,2. 1 an et plus,,,,,,,,,,,,,,,33,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,4. Entre 1991-2005,,,85,93,100,107,119,99,708,863,966,1000,1101,946,96,76,623,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,4. Entre 1991-2005,,Maison 1-3P,,,,,,,,,,,,,,15,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,4. Entre 1991-2005,,Maison 4P+,84,95,100,106,115,98,827,898,984,1029,1101,980,100,61,421,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,4. Entre 1991-2005,1. Moins de 1 an,,,,,,,,,,,,,,,15,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,4. Entre 1991-2005,2. 1 an et plus,,84,92,100,106,117,98,731,863,966,1000,1100,945,96,61,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,5. Après 2005,,,93,103,118,124,150,112,600,720,745,917,1200,838,75,52,393,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,5. Après 2005,,Maison 1-3P,,,,,,,,,,,,,,19,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,5. Après 2005,,Maison 4P+,,,,,,,,,,,,,,33,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,5. Après 2005,1. Moins de 1 an,,,,,,,,,,,,,,,20,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Maison,5. Après 2005,2. 1 an et plus,,,,,,,,,,,,,,,32,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,,,75,87,100,116,135,97,367,432,520,613,720,536,55,6633,22373,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,,Appart 1P,103,120,133,153,166,131,300,326,360,410,450,369,28,1036,2928,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,,Appart 2P,87,98,109,121,134,107,383,420,469,520,568,471,44,2893,8410,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,,Appart 3P,75,85,95,104,112,93,475,530,595,650,720,592,64,1983,7299,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,,Appart 4P+,65,71,82,90,100,81,502,570,667,775,920,702,87,721,3736,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,1. Moins de 1 an,,82,93,107,122,140,102,370,434,510,600,688,528,52,2105,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,1. Moins de 1 an,Appart 1P,110,125,137,153,162,134,300,330,370,425,462,381,28,398,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,1. Moins de 1 an,Appart 2P,90,99,111,123,135,110,396,430,478,532,600,482,44,970,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,1. Moins de 1 an,Appart 3P,79,91,98,108,116,97,495,550,600,650,729,606,63,558,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,1. Moins de 1 an,Appart 4P+,69,75,82,86,101,82,550,600,666,780,974,733,89,179,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,2. 1 an et plus,,74,85,100,113,132,95,365,431,524,620,725,539,57,4528,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,2. 1 an et plus,Appart 1P,101,117,131,152,167,130,298,320,355,400,440,361,28,638,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,2. 1 an et plus,Appart 2P,85,96,109,120,133,106,380,412,464,517,554,465,44,1923,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,2. 1 an et plus,Appart 3P,74,84,94,103,111,92,469,526,593,648,720,588,64,1425,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,,2. 1 an et plus,Appart 4P+,63,71,82,92,100,80,500,570,667,772,920,695,86,542,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,,,75,88,101,116,136,96,346,406,500,600,700,515,54,2402,4756,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,,Appart 1P,100,108,125,152,161,124,280,310,350,400,425,352,28,449,596,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,,Appart 2P,84,96,107,122,141,106,370,400,450,500,598,458,43,1045,2030,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,,Appart 3P,73,85,98,105,113,93,446,515,570,610,677,561,60,680,1369,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,,Appart 4P+,57,72,82,96,103,80,555,627,700,775,865,727,91,228,761,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,1. Moins de 1 an,,78,93,107,121,142,101,355,425,500,600,676,516,51,825,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,1. Avant 1946,2. 1 an et plus,,73,86,100,112,133,94,340,400,500,602,700,515,55,1577,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,,,72,83,92,107,124,91,390,450,516,600,691,536,59,988,5843,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,,Appart 1P,97,122,139,150,164,134,330,342,400,420,450,389,29,86,550,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,,Appart 2P,84,90,103,118,124,102,369,400,450,479,539,448,44,266,1689,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,,Appart 3P,74,84,91,100,111,91,462,506,550,605,649,562,62,401,2190,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,,Appart 4P+,62,72,81,88,93,80,500,520,600,700,950,642,80,235,1413,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,1. Moins de 1 an,,75,85,95,118,137,97,370,450,550,630,683,539,56,286,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,2. Entre 1946-1970,2. 1 an et plus,,71,80,91,104,120,90,390,450,512,600,700,535,60,702,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,,,71,83,99,118,143,94,347,412,515,604,700,525,56,926,5258,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,,Appart 1P,114,129,143,154,167,138,309,334,350,400,420,363,26,253,1005,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,,Appart 2P,85,95,109,118,125,105,384,412,443,502,550,460,44,349,1807,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,,Appart 3P,75,79,93,104,109,91,480,530,592,640,703,593,65,196,1549,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,,Appart 4P+,67,69,78,86,95,78,525,570,630,731,888,663,85,128,897,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,1. Moins de 1 an,,82,92,108,128,148,103,340,400,500,550,655,504,49,240,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,3. Entre 1971-1990,2. 1 an et plus,,69,77,95,112,137,91,350,416,525,630,734,533,58,686,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,,,86,94,106,123,145,104,399,460,532,650,752,571,55,970,3480,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,,Appart 1P,123,131,152,157,168,141,320,329,425,460,473,403,28,139,572,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,,Appart 2P,93,100,110,121,135,110,400,459,508,540,556,494,45,488,1454,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,,Appart 3P,81,90,93,104,111,95,561,617,650,720,759,664,70,284,1099,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,,Appart 4P+,78,83,93,105,112,93,705,760,880,1001,1415,940,102,59,355,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,1. Moins de 1 an,,89,95,111,132,153,109,384,434,513,650,750,557,51,292,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,4. Entre 1991-2005,2. 1 an et plus,,83,93,105,118,138,102,406,475,540,650,753,576,56,678,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,,,84,97,108,119,131,103,418,493,545,650,757,572,56,1347,3037,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,,Appart 1P,105,117,130,137,144,127,307,337,367,410,425,369,29,109,205,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,,Appart 2P,99,106,114,122,133,113,425,476,502,540,569,503,44,745,1430,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,,Appart 3P,77,88,100,105,114,97,565,610,641,720,770,659,68,422,1092,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,,Appart 4P+,76,76,84,89,101,85,628,650,760,791,860,758,89,71,310,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,1. Moins de 1 an,,93,100,110,123,135,107,420,480,520,615,729,553,52,462,,Estimation directe
B3000,2022,Agglomération de Nîmes,Ville centre,Appartement,5. Après 2005,2. 1 an et plus,,83,94,106,117,127,101,412,500,566,650,760,579,57,885,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,,71,82,92,103,115,89,470,550,700,880,1000,716,80,1036,9951,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Maison 1-3P,67,76,99,106,124,89,504,540,600,684,790,619,69,109,1802,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Ensemble 4P+,69,81,90,95,106,86,650,762,877,950,1050,865,100,376,4456,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Maison 4P+,72,82,90,95,105,87,700,780,881,950,1050,874,100,261,3708,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Appart 1P,78,90,130,136,143,118,270,331,390,450,570,396,34,66,350,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Appart 2P,84,92,100,112,128,102,400,435,490,520,620,493,48,245,1614,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Appart 3P,71,83,90,112,113,92,500,555,650,700,730,630,69,240,1729,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Appart 4P+,60,73,82,92,107,81,560,650,760,915,1200,810,100,115,748,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Ensemble 1P,78,90,130,136,143,118,270,331,390,450,570,396,34,66,386,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Ensemble 2P,84,92,100,119,134,103,400,461,500,550,620,504,49,267,1994,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,,Ensemble 3P,70,76,90,108,113,89,500,550,634,700,780,633,71,327,3115,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,1. Moins de 1 an,,76,86,102,113,128,97,430,530,670,780,900,669,69,338,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,1. Moins de 1 an,Ensemble 4P+,75,87,99,108,113,95,720,780,900,910,1016,883,93,108,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,1. Moins de 1 an,Ensemble 1P,,,,,,,,,,,,,,26,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,1. Moins de 1 an,Ensemble 2P,82,96,112,128,157,111,370,430,487,550,595,493,44,83,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,1. Moins de 1 an,Ensemble 3P,71,83,99,112,113,93,540,591,670,720,780,660,71,121,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,2. 1 an et plus,,69,81,91,99,108,87,480,550,733,889,1050,736,85,698,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,2. 1 an et plus,Ensemble 4P+,68,80,89,95,100,85,650,750,870,950,1050,861,101,268,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,2. 1 an et plus,Ensemble 1P,,,,,,,,,,,,,,40,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,2. 1 an et plus,Ensemble 2P,85,92,100,105,122,99,410,470,512,550,620,510,52,184,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,,2. 1 an et plus,Ensemble 3P,63,76,90,101,113,86,500,540,615,675,754,610,71,206,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,,,69,78,87,100,124,85,405,480,600,680,780,596,70,239,2183,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,,Ensemble 4P+,59,68,75,86,90,75,580,680,775,820,950,770,103,53,764,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,,Ensemble 1P,,,,,,,,,,,,,,19,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,,Ensemble 2P,80,86,99,104,125,98,370,410,480,520,600,485,49,67,534,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,,Ensemble 3P,70,76,84,93,105,84,500,540,620,675,700,612,73,100,765,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,1. Moins de 1 an,,75,78,87,103,125,90,390,500,609,700,780,605,67,101,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,1. Avant 1946,2. 1 an et plus,,62,72,86,98,110,82,405,470,550,675,813,591,72,138,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,,,56,73,85,98,101,83,500,540,705,800,841,684,83,70,1515,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,,Ensemble 4P+,,,,,,,,,,,,,,30,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,,Ensemble 1P,,,,,,,,,,,,,,3,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,,Ensemble 2P,,,,,,,,,,,,,,10,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,,Ensemble 3P,,,,,,,,,,,,,,27,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,1. Moins de 1 an,,,,,,,,,,,,,,,22,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,2. Entre 1946-1970,2. 1 an et plus,,,,,,,,,,,,,,,48,,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,,,62,84,93,111,124,88,480,550,640,790,1000,695,79,145,1854,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,,Ensemble 4P+,46,62,89,92,107,78,550,600,768,1000,1200,826,105,79,1003,Estimation directe
B3000,2022,Agglomération de Nîmes,Périphérie,,3. Entre 1971-1990,,Ensemble 1P,,,,,,,,,,,,,,1,,Estimation directe
